id,label
375,3
376,3
377,4
378,1
379,1
380,3
381,4
382,3
383,4
384,3
385,4
386,4
387,3
388,2
389,4
390,5
391,4
392,2
393,4
394,2
395,5
396,4
397,3
398,5
399,3
400,3
401,4
402,3
403,3
404,3
405,3
406,3
407,5
408,2
409,3
410,1
411,2
412,3
413,4
414,3
415,4
416,3
417,5
418,3
419,5
420,2
421,3
422,3
423,3
424,4
425,3
426,2
427,1
428,3
429,2
430,4
431,2
432,2
433,1
434,5
435,5
436,3
437,4
438,3
439,4
440,5
441,3
442,4
443,5
444,4
445,4
446,1
447,1
448,3
449,3
450,1
451,3
452,5
453,3
454,2
455,3
456,4
457,4
458,5
459,1
460,4
461,3
462,5
463,1
464,3
465,3
466,2
467,2
468,4
469,5
470,3
471,4
472,3
473,3
474,5
475,1
476,1
477,5
478,3
479,3
480,3
481,1
482,1
483,4
484,3
485,5
486,1
487,2
488,5
489,3
490,3
491,4
492,2
493,5
494,5
495,4
496,4
497,2
498,4
499,2
500,1
501,3
502,1
503,3
504,1
505,2
506,2
507,4
508,1
509,3
510,4
511,5
512,1
513,2
514,5
515,4
516,5
517,5
518,4
519,4
520,4
521,4
522,3
523,1
524,4
525,5
526,1
527,3
528,3
529,3
530,2
531,4
532,3
533,1
534,3
535,3
536,1
537,4
538,2
539,5
540,3
541,5
542,4
543,4
544,1
545,4
546,3
547,3
548,4
549,5
550,4
551,2
552,3
553,3
554,3
555,3
556,3
557,3
558,5
559,3
560,2
561,2
562,3
563,1
564,1
565,5
566,4
567,5
568,2
569,2
570,3
571,3
572,2
573,5
574,3
575,1
576,3
577,4
578,2
579,4
580,4
581,3
582,4
583,5
584,1
585,3
586,3
587,4
588,5
589,4
590,4
591,4
592,4
593,4
594,3
595,2
596,4
597,3
598,3
599,2
600,3
601,4
602,1
603,4
604,3
605,5
606,3
607,4
608,4
609,5
610,4
611,2
612,2
613,3
614,1
615,5
616,5
617,3
618,2
619,4
620,4
621,4
622,3
623,3
624,5
625,3
626,1
627,5
628,4
629,5
630,1
631,3
632,4
633,4
634,3
635,4
636,4
637,2
638,3
639,4
640,3
641,2
642,4
643,1
644,2
645,4
646,3
647,2
648,2
649,3
650,3
651,5
652,4
653,4
654,2
655,5
656,3
657,5
658,4
659,3
660,2
661,3
662,5
663,1
664,5
665,2
666,5
667,5
668,4
669,2
670,3
671,3
672,5
673,5
674,5
675,5
676,3
677,1
678,5
679,3
680,5
681,4
682,3
683,3
684,1
685,2
686,4
687,2
688,5
689,4
690,3
691,2
692,4
693,3
694,4
695,5
696,3
697,4
698,3
699,3
700,3
701,5
702,3
703,2
704,5
705,2
706,4
707,2
708,2
709,3
710,5
711,3
712,5
713,5
714,3
715,5
716,3
717,5
718,3
719,4
720,2
721,5
722,1
723,3
724,4
725,4
726,4
727,3
728,4
729,4
730,3
731,3
732,5
733,3
734,4
735,3
736,3
737,3
738,4
739,3
740,4
741,4
742,3
743,3
744,3
745,4
746,3
747,1
748,3
749,4
750,4
751,4
752,4
753,2
754,3
755,3
756,4
757,4
758,5
759,3
760,4
761,4
