id,label
375,3
376,3
377,3
378,1
379,1
380,5
381,3
382,3
383,4
384,3
385,4
386,4
387,3
388,2
389,5
390,5
391,4
392,3
393,3
394,2
395,5
396,4
397,3
398,4
399,3
400,3
401,4
402,4
403,3
404,4
405,3
406,5
407,5
408,5
409,3
410,1
411,5
412,5
413,4
414,3
415,4
416,3
417,5
418,3
419,4
420,2
421,3
422,3
423,3
424,4
425,5
426,2
427,1
428,3
429,5
430,4
431,2
432,2
433,2
434,5
435,3
436,3
437,4
438,3
439,3
440,5
441,3
442,4
443,5
444,2
445,4
446,1
447,1
448,3
449,3
450,3
451,3
452,5
453,3
454,2
455,4
456,2
457,4
458,3
459,0
460,5
461,3
462,5
463,1
464,3
465,3
466,2
467,2
468,5
469,5
470,3
471,4
472,3
473,3
474,5
475,1
476,1
477,5
478,3
479,3
480,3
481,5
482,5
483,3
484,3
485,5
486,4
487,2
488,5
489,5
490,4
491,4
492,2
493,3
494,5
495,1
496,5
497,2
498,4
499,2
500,3
501,3
502,1
503,3
504,1
505,2
506,2
507,4
508,2
509,1
510,1
511,5
512,1
513,5
514,5
515,4
516,5
517,5
518,2
519,4
520,5
521,4
522,3
523,2
524,2
525,3
526,1
527,3
528,5
529,3
530,2
531,4
532,3
533,1
534,3
535,5
536,4
537,2
538,2
539,4
540,3
541,5
542,4
543,4
544,2
545,4
546,3
547,3
548,4
549,1
550,4
551,2
552,2
553,3
554,3
555,4
556,3
557,3
558,5
559,3
560,2
561,2
562,3
563,1
564,0
565,5
566,4
567,5
568,1
569,2
570,3
571,3
572,2
573,5
574,3
575,1
576,3
577,4
578,5
579,5
580,2
581,5
582,4
583,5
584,4
585,3
586,3
587,4
588,5
589,5
590,4
591,3
592,5
593,4
594,2
595,2
596,5
597,3
598,3
599,4
600,4
601,3
602,1
603,4
604,3
605,5
606,3
607,4
608,4
609,5
610,5
611,2
612,2
613,4
614,1
615,5
616,5
617,3
618,2
619,4
620,4
621,4
622,3
623,3
624,5
625,5
626,1
627,3
628,4
629,5
630,3
631,5
632,3
633,4
634,3
635,4
636,4
637,2
638,3
639,2
640,4
641,2
642,5
643,1
644,5
645,4
646,3
647,3
648,2
649,2
650,5
651,5
652,4
653,4
654,2
655,5
656,5
657,2
658,4
659,3
660,4
661,3
662,5
663,1
664,5
665,4
666,5
667,5
668,4
669,2
670,3
671,3
672,3
673,5
674,5
675,5
676,3
677,1
678,5
679,3
680,5
681,4
682,3
683,3
684,5
685,2
686,2
687,2
688,5
689,4
690,5
691,2
692,4
693,5
694,5
695,5
696,3
697,4
698,3
699,3
700,3
701,5
702,5
703,2
704,5
705,3
706,4
707,2
708,2
709,3
710,5
711,3
712,5
713,5
714,3
715,5
716,3
717,5
718,2
719,2
720,4
721,5
722,1
723,3
724,4
725,4
726,4
727,5
728,4
729,1
730,3
731,3
732,5
733,3
734,4
735,3
736,5
737,3
738,4
739,2
740,2
741,4
742,1
743,3
744,3
745,4
746,3
747,2
748,2
749,4
750,3
751,4
752,4
753,4
754,5
755,3
756,4
757,4
758,3
759,3
760,3
761,4
